"predicate","response"
"quiet",0.18
"British",0.32
"comparable",1
"genuine",0.31
"unexpected",0.84
"dry",0.25
"Scottish",0.26
"unpretentious",0.37
"reserved",0.24
"stale",0.27
"complex",0.99
"agricultural",0.22
"daytime",0.14
"colonial",0.3
"Pachomian",0.17
"heavy",0.67
"successful",0.97
"Victorian",0.24
"Greek",0.22
"fashioned",0.02
"appropriate",0.14
"various",0.03
"profound",0.97
"offensive",0.97
"talented",0.98
"red",0.03
"mythical",0.08
"decent",0.97
"interior",0.01
"hazardous",0.37
"sacred",0.97
"inspiring",0.99
"comparable",0.01
"vegan",0.01
"dubious",0.98
"cognitive",0.02
"American",0.01
"Catholic",0.03
"genetic",0
"furry",0.19
"noisy",0.96
"vivid",0.97
"countless",0.04
"elderly",0.96
"collaborative",0.01
"brilliant",0.97
"arrogant",0.99
"heavy",0.98
"half",0.02
"dazzling",0.72
"agricultural",0.07
"fellow",0.84
"liberal",0.9
"intense",0.83
"circular",0.08
"greasy",0.85
"compact",0.83
"promising",0.87
"fiscal",0.08
"unnamed",0.16
"oily",0.83
"chief",0.82
"Pachomian",0.53
"lexical",0.03
"Macedonian",0.02
"precise",0.95
"Sunni",0.06
"judicial",0.13
"whiskered",0.65
"technological",0.96
"flavorful",0.79
"polished",0.8
"orange",0.16
"standing",0.14
"Canadian",0.12
"urban",0.92
"flat",0.05
"African",0.04
"inspiring",0.85
"inspiring",0.95
"twisted",0.97
"vivid",0.99
"extinct",0.96
"sensitive",0.03
"extensive",0.96
"comic",0.01
"gross",0.98
"furry",1
"pink",0.99
"arrogant",0
"Victorian",0.98
"Arabic",0
"detailed",0
"metrical",1
"amiable",0
"absurd",1
"online",1
"methodological",0
"academic",0
"vaunted",1
"functional",1
"plenary",1
"fast",1
"regulatory",1
"rear",1
"liberal",0
"clear",1
"bipedal",1
"blank",1
"considerable",0.52
"green",0.01
"part",0.71
"glowing",0
"such",0.05
"thin",0.93
"methodological",0.64
"dangerous",0.61
"existing",0.01
"various",0.01
"strict",0.6
"future",0.08
"decent",0.82
"maternal",0.35
"arrogant",0.82
"english",0.02
"domestic",0.03
"continued",0.06
"Shiite",0.05
"curly",0.18
"sensitive",0.67
"uncut",0.14
"brief",0.62
"cozy",0.64
"instant",0.72
"legislative",0.03
"online",0
"environmental",0
"harmful",0.21
"bleary",0.59
"metallic",0.53
"intelligent",0.87
"populist",0.31
"Caribbean",0.34
"such",0.3
"other",0.46
"Italian",0.55
"flat",0.45
"demographic",0.7
"dangerous",0.59
"greenish",0.49
"indigenous",0.72
"administrative",0.41
"speaking",0.75
"elderly",0.59
"subsequent",0.42
"bipedal",0.65
"fast",0.5
"Shakespearean",0.86
"innovative",0.63
"uncut",0.59
"wooden",0.48
"last",0.74
"noisy",0.54
"level",0.48
"discount",0.75
"applicable",0.37
"appropriate",0.54
"self",0.77
"nineteenth",0.62
"periodic",0.81
"automatic",0.3
"maternal",0.74
"offensive",0.97
"weary",0.68
"methodological",0.56
"extreme",0.91
"classic",0.74
"stale",0.58
"quick",0.62
"Russian",0.09
"virtuous",0.85
"arrogant",0.76
"intelligent",0.7
"coral",0.51
"bipedal",0.04
"dazzling",0.94
"sound",0.87
"Arabic",0.07
"honorable",0.72
"verbal",0.09
"dangerous",0.63
"interior",0.07
"mass",0.68
"unexpected",0.62
"lexical",0.44
"bleary",0.41
"Scottish",0.05
"round",0.37
"insulting",0.88
"horizontal",0.02
"visual",0.52
"discount",0.84
"neoclassical",0.02
"daytime",0.16
"epistemic",0.17
"stray",0.75
"hot",0.94
"further",0.96
"comic",0.46
"continued",0.69
"countless",0.26
"cognitive",0.16
"practical",0.89
"domestic",0.27
"Muslim",0
"sound",0.74
"prehistoric",0.05
"classic",0.62
"Danish",0
"literary",0.31
"bleary",0.87
"structural",0.25
"deep",0.89
"molecular",0
"fitting",0.9
"fair",0.99
"poetic",0.43
"twisted",0.69
"fluorescent",0
"Asian",0.53
"olympic",0.69
"sensible",0.83
"sound",0.54
"vicious",0.65
"applicable",0.44
"fair",0.66
"sleek",0.65
"detailed",0.63
"fashioned",0.47
"slimy",0.67
"stray",0.47
"marvelous",0.65
"industrial",0.48
"upper",0.63
"busy",0.68
"literary",0.68
"brilliant",0.55
"remaining",0.81
"educational",0.43
"loud",0.61
"Canadian",0.68
"quiet",0.61
"dry",0.47
"level",0.66
"verbal",0.51
"standing",0.66
"intelligent",0.5
"weary",0.67
"privileged",0.49
"chief",0.78
"elderly",0.1
"last",0.09
"daytime",0.01
"vicious",0.88
"metallic",0.02
"syntactic",0.04
"Canadian",0.03
"industrial",0.03
"stale",0.48
"loud",0.7
"breathtaking",0.87
"still",0.05
"pragmatic",0.7
"vaunted",0.82
"privileged",0.83
"available",0.84
"Shakespearean",0.7
"Soviet",0.02
"digital",0.14
"constitutional",0.16
"Indian",0.06
"self",0.08
"comic",0.82
"brief",0.77
"uncut",0.46
"youthful",0.72
"quick",0.72
"artificial",0.25
"hectic",0.79
"competent",0.11
"hidden",0.03
"functional",0.21
"extensive",0.58
"comic",0.85
"colonial",0.03
"coarse",0.15
"affordable",0.68
"European",0
"permissive",0.71
"brilliant",0.9
"english",0.02
"compound",0.09
"conscious",0.05
"bipedal",0.03
"thorough",0.77
"rear",0.09
"round",0.19
"privileged",0.83
"countless",0.97
"hostile",0.83
"harmful",0.77
"morphological",0.53
"statistical",0.7
"Elizabethan",0.03
"Scottish",0.04
"decisive",0.72
"visual",0.79
"domestic",0.67
"hectic",0.9
"resilient",0.71
"regulatory",0.27
"prosperous",0.64
"bushy",0.5
"round",0.73
"comfortable",0.81
"honorable",0.66
"gross",0.82
"another",0.15
"famous",0.74
"holy",0.72
"reserved",0.5
"urban",0.38
"permanent",0.13
"bleary",0.44
"stray",0.22
"slimy",0.7
"amiable",0.74
"Korean",0.2
"cozy",0.73
"calculated",0.42
"Greek",0.1
"fun",0.81
"flat",0.2
"sharp",0.38
"functional",0.16
"genetic",0.57
"linguistic",0.2
"sleek",0.75
"lasting",0.18
"constitutional",0.58
"prehistoric",0.43
"metrical",0.64
"quick",0.45
"talented",0.64
"latin",0.4
"online",0.68
"own",0.28
"prominent",0.82
"several",0.8
"rich",0.59
"future",0.48
"decent",0.73
"commonplace",0.47
"Moslem",0.76
"miserable",0.32
"urban",0.64
"maternal",0.25
"brief",0.67
"twisted",0.41
"self",0.7
"weary",0.37
"dry",0.57
"mechanical",0.46
"brown",0.62
"unnamed",0.34
"residential",0.54
"bulging",0.68
"bushy",0.43
"current",0.74
"immense",0.75
"absurd",0.89
"Danish",0.11
"hectic",0.65
"widespread",0.78
"fun",1
"low",0.65
"discount",0.27
"complex",0.78
"suburban",0.55
"fateful",0.37
"hostile",0.3
"Shakespearean",0.76
"adult",0.21
"lasting",0.3
"coral",0
"legislative",0.19
"comic",0.3
"fair",0.85
"coarse",0.25
"Afghan",0
"mighty",0.55
"sexual",0.43
"constitutional",0.29
"english",0
"hormonal",0.36
"Czech",0
"distinguished",0.62
"hazardous",0.16
"bulging",0.56
"senatorial",0.81
"Armenian",0.04
"administrative",0.25
"Korean",0.71
"few",0.32
"available",0.57
"mandatory",0.42
"greenish",0.89
"Chinese",0.6
"Afghan",0.16
"African",0.43
"plenary",0.3
"Scottish",0.64
"online",0.3
"fun",0.34
"horizontal",0.22
"vegan",0.7
"current",0.86
"dubious",0.7
"english",0.55
"communal",0.29
"Asian",0.11
"vibrant",0.68
"tropical",0.21
"conscious",0.41
"various",0.07
"pragmatic",0.4
"maternal",0.35
"royal",0.37
"gross",0.82
"colonial",0.06
"quality",0.59
"tired",0.75
"vibrant",0.73
"competent",0.66
"periodic",0.18
"harmful",0.61
"green",0.31
"still",0.33
"resilient",0.61
"sound",0.5
"neoclassical",0.22
"interior",0.14
"subsequent",0.38
"Canaanite",0.42
"lexical",0.23
"random",0.67
"fast",0.8
"privileged",0.78
"quaint",0.64
"balanced",0.73
"stale",0.15
"olympic",0.21
"Pashtun",0.51
"extreme",0.78
"level",0.32
"blank",0.15
"continued",0.18
"Asian",0.1
"pragmatic",0.61
"empty",0.59
"Pachomian",0.65
"demographic",0.62
"half",0.5
"agricultural",0.67
"Czech",0.39
"open",0.59
"english",0.68
"such",0.54
"bulging",0.65
"stray",0.5
"vicious",0.46
"Danish",0.6
"orange",0.68
"inspiring",0.45
"permanent",0.61
"Asian",0.65
"uncut",0.42
"dry",0.6
"talented",0.76
"sharp",0.58
"sexual",0.68
"literary",0.44
"comfortable",0.67
"academic",0.47
"unpleasant",0.68
"scant",0.53
"relevant",0.61
"green",0.64
"comparable",0.74
"flavorful",0.66
"heavy",0.66
"adequate",0.66
"Sunni",0.13
"hazardous",0.25
"probable",0.74
"noisy",0.77
"Pachomian",0.53
"metropolitan",0.12
"tragic",0.6
"bulging",0.51
"clear",0.55
"British",0.12
"south",0
"relevant",0.6
"royal",0.47
"regular",0.54
"permanent",0.51
"alleged",0.5
"decisive",0.57
"structural",0.49
"syntactic",0.5
"superb",0.7
"insufficient",0.74
"slimy",0.74
"interior",0.53
"shy",0.86
"decent",0.84
"mythical",0.66
"key",0.53
"inspiring",0.64
"untidy",0.44
"remaining",0.35
"empty",0
"low",0.22
"noisy",0.72
"conscious",0.02
"sleek",0.39
"same",0.38
"countless",0.54
"rapid",0.41
"Soviet",0
"quiet",0.17
"extreme",0.62
"speaking",0
"indigenous",0
"famous",0.55
"tragic",0
"tropical",0.14
"liberal",0.1
"compact",0
"brief",0.15
"Dutch",0
"furry",0.22
"harmful",0.21
"sacred",0.42
"english",0
"competent",0.19
"neurological",0.02
"massive",0.65
"youthful",0.68
"technological",0.16
"Korean",0.08
"key",0.64
"quaint",0.67
"conscious",0.36
"applicable",0.63
"quick",0.6
"weary",0.61
"Czech",0.06
"vertical",0.08
"greasy",0.28
"standard",0.53
"pretty",0.76
"sacred",0.61
"round",0.06
"agricultural",0.15
"constitutional",0.25
"various",0.51
"Danish",0.01
"profound",0.68
"informed",0.72
"continued",0.33
"cozy",0.76
"horizontal",0.05
"thin",0.43
"talented",0.77
"elderly",0.67
"dangerous",0.66
"industrial",0.18
"holy",0.51
"cool",0.51
"bulging",0.05
"metropolitan",0.79
"stale",0.02
"Danish",0
"noble",0.5
"Roman",0.01
"industrial",0.41
"amiable",0.85
"Pachomian",0
"remaining",0.02
"dangerous",0.85
"Catholic",0.1
"scant",0.81
"distinguished",0.71
"gross",0.95
"half",0
"orange",0.22
"mighty",1
"pragmatic",0.84
"Canadian",0
"blank",0.02
"still",0.71
"Italian",0
"interior",0.06
"vertical",0.02
"municipal",0.69
"fateful",0.87
"deep",0.77
"whiskered",0.97
"Moslem",0.14
"continued",0.67
"neoclassical",0.14
"unpretentious",1
"liberal",1
"comfortable",1
"noisy",0.58
"quaint",1
"talented",0.62
"brilliant",1
"weary",1
"bulging",1
"grand",0.93
"level",0.08
"visual",0.16
"remaining",0.18
"regulatory",0.13
"comparable",0.37
"offensive",1
"monetary",0.19
"educational",0.15
"sexual",1
"vacant",1
"bipedal",0.26
"pink",1
"populist",0.27
"British",0.85
"western",0.61
"statistical",0.8
"Sunni",0.22
"marvelous",0.94
"bulging",0.24
"periodic",0.09
"continued",0.22
"Catholic",0.16
"part",0.63
"starched",0.32
"brilliant",0.76
"comic",0.79
"residential",0.1
"mass",0.47
"honorable",0.53
"vivid",0.31
"hormonal",0.19
"vacant",0.14
"Elizabethan",0.22
"olympic",0.19
"fun",0.86
"environmental",0.33
"vertical",0.06
"compound",0.12
"athletic",0.29
"commonplace",0.14
"round",0
"thin",0.18
"extraordinary",0.8
"compact",0.12
"strict",0.5
"normal",0.37
"Soviet",0
"arrogant",0.91
"whiskered",0.01
"sound",0.82
"digital",0.01
"brown",0.01
"mythical",0.56
"brief",0.77
"vivid",0.73
"another",0.01
"Caribbean",0.05
"syntactic",0
"other",0.24
"informed",0.62
"fashioned",0.75
"dazzling",0.79
"unpretentious",0.65
"Pashtun",0.04
"American",0.01
"rapid",0.61
"innovative",0.68
"Asian",0.02
"prosperous",0.8
"mass",0.14
"cool",0.86
"thematic",0.64
"wooden",0.03
"uncut",0.01
"curly",0.14
"Muslim",0.02
"bushy",0.69
"discount",0.93
"superb",0.72
"cognitive",0.11
"flavorful",0.98
"armored",0.14
"practical",0.59
"extreme",0.94
"literary",0.03
"agricultural",0.01
"permanent",0.73
"fateful",0.77
"fitting",0.67
"twisted",0.09
"uncut",0.1
"Catholic",0.88
"absurd",0.82
"insufficient",0.68
"sleek",0.58
"marvelous",0.62
"pretty",0.99
"comic",0.98
"dazzling",0.74
"flat",0.26
"Korean",0.01
"extinct",0.02
"mechanical",0.01
"mythical",0.12
"liberal",0.8
"intense",0.73
"affordable",0.69
"english",0.27
"Canaanite",0.51
"genuine",0.71
"Greek",0.03
"nutritional",0.09
"detailed",0.07
"fair",0.79
"sound",0.08
"vibrant",0.15
"dizzy",0.14
"scant",0.56
"furry",0.33
"breathtaking",0.23
"subsequent",0.67
"decent",0.87
"unwanted",0.85
"profound",0.78
"fast",0.29
"talented",0.23
"still",0.18
"fashioned",0.8
"elderly",0.23
"whiskered",0.16
"horizontal",0.13
"Danish",0.09
"south",0.12
"wooden",0.18
"mighty",0.14
"visual",0.17
"thorough",0.79
"complex",0.75
"senatorial",0.85
"level",0.7
"arrogant",0.93
"further",0.81
"uncut",0.66
"lexical",0.83
"brown",0.63
"half",0.81
"holy",0.54
"mechanical",0.69
"rear",0.79
"Pashtun",0.88
"speaking",0.73
"greenish",0.58
"Victorian",0.77
"competent",0.88
"translucent",0.75
"discount",0.55
"deep",0.74
"linguistic",0.83
"stylistic",0.67
"molecular",0.53
"resilient",0.67
"olympic",0.81
"Armenian",0.94
"mighty",0.72
"vertical",0.57
"hectic",0.76
"continued",0
"decent",0.94
"literary",0.4
"such",0.3
"promising",0.72
"oily",0.89
"other",0.2
"subsequent",0.37
"distinguished",0.83
"complex",0.91
"classic",0.71
"weary",0.66
"mechanical",0.72
"open",0.78
"breathtaking",1
"further",0.69
"detailed",0.78
"normal",0.97
"Greek",0.34
"many",0.71
"famous",0.96
"Soviet",0.31
"hot",0.79
"administrative",0.63
"Indian",0.27
"Shiite",0
"unexpected",0.73
"calculated",0.69
"hormonal",0.81
"precise",0.82
"relevant",0.61
"random",0.63
"dubious",0.69
"tragic",0.68
"bipedal",0.49
"still",0.66
"unpleasant",0.47
"unpretentious",0.62
"residential",0.47
"metallic",0.61
"Greek",0.39
"pragmatic",0.55
"administrative",0.47
"classic",0.61
"instant",0.68
"municipal",0.48
"continued",0.61
"greasy",0.44
"liberal",0.59
"comparable",0.45
"weary",0.7
"existing",0.56
"unexpected",0.4
"olympic",0.61
"hazardous",0.41
"famous",0.61
"noble",0.44
"quick",0.61
"narrow",0.42
"comic",0.6
"clear",0.3
"few",0.65
"weary",0.85
"furry",0.13
"morphological",0.52
"mighty",0.85
"brief",0.16
"normal",1
"successful",0.72
"fun",0.52
"intelligent",0.33
"increased",0.03
"athletic",0.36
"cozy",0.9
"calculated",0.19
"bushy",0.08
"permissive",0.68
"bulging",0.19
"extensive",0.63
"verbal",0.11
"standard",0.9
"available",0
"fashioned",0.88
"unnamed",0
"profound",0.81
"commonplace",0.68
"reserved",0.39
"terrible",0.77
"environmental",0.23
"extraordinary",0.72
"existing",0.92
"olympic",0.1
"Victorian",0.9
"appropriate",0.95
"grey",0.48
"Indian",0.88
"successful",0.94
"dangerous",0.68
"residential",0.07
"harmful",0.83
"part",0.06
"unexpected",0.79
"vicious",0.61
"several",0.16
"vertical",0.42
"societal",0.24
"own",0.14
"hectic",0.23
"honorable",0.24
"current",0.46
"superb",0.62
"extensive",0.69
"still",0.12
"maternal",0.18
"dubious",0.82
"armored",0.17
"Shiite",0.1
"available",0.41
"polished",0.46
"speaking",0.13
"technological",0.1
"liberal",0.91
"heavy",0.49
"communal",1
"adult",0
"superb",1
"olympic",0.55
"mathematical",0
"colonial",0.08
"brilliant",1
"sensible",1
"greenish",0
"privileged",1
"flat",0
"oily",0
"extreme",1
"Victorian",1
"unpleasant",0.95
"precise",1
"hectic",1
"Shakespearean",1
"own",1
"Spanish",0.52
"dizzy",1
"part",0.49
"unexpected",1
"distinguished",1
"western",0.02
"extra",0.51
"original",0.52
"stylistic",0.86
"unnamed",0.13
"wizarding",0.85
"level",0.34
"prosperous",0.57
"sound",0.67
"self",0.47
"glowing",0.6
"cozy",0.65
"Pachomian",0.15
"informed",0.41
"permissive",0.37
"administrative",0.11
"uncut",0.4
"probable",0.57
"armored",0.17
"dazzling",0.86
"considerable",0.7
"thin",0.54
"plenary",0.59
"classic",0.43
"insulting",0.88
"marvelous",1
"empty",0.36
"tropical",0.31
"Victorian",0.21
"pink",0.15
"sharp",0.44
"appropriate",0.55
"artificial",0.36
"shy",0.67
"thematic",0.23
"Chinese",0.71
"daytime",0.24
"relevant",0.72
"part",0.51
"few",0.83
"wild",0.74
"resilient",0.55
"many",0.92
"dry",0.67
"interior",0.17
"epistemic",0.39
"whiskered",0.53
"intense",0.71
"mass",0.47
"Pashtun",0.31
"comic",0.63
"scant",0.85
"own",0.24
"subsequent",0.58
"greenish",0.98
"loud",0.85
"furry",0.6
"self",0.35
"increased",0.68
"administrative",0.09
"lasting",0.82
"unpleasant",0.96
"stylistic",0.68
"talented",0.9
"structural",0.43
"latin",0
"fashioned",0.94
"mighty",0.85
"dazzling",0.9
"educational",0.52
"holy",0.77
"brief",0.09
"miserable",0.82
"relevant",0.37
"profound",0.73
"hazardous",0.71
"verbal",0.38
"Shiite",0.79
"hidden",0.1
"blank",0.19
"massive",0.35
"rich",0.17
"American",0
"Pachomian",0.05
"prominent",0.33
"resilient",0.51
"affordable",0.68
"nineteenth",0
"dubious",0.63
"unexpected",0.64
"various",0
"quality",0
"athletic",0.64
"another",0
"tropical",0.21
"countless",0.24
"curly",0.31
"Armenian",0.1
"unbelievable",1
"round",0
"blank",0.14
"lexical",0.28
"hectic",0.61
"harmful",0.39
"artificial",0
"wooden",0.23
"latin",0.09
"residential",0
"syntactic",0
"alleged",0
"casual",0.79
"cognitive",0.12
"periodic",0
"extraordinary",1
"British",0.14
"compact",0.21
"tragic",0.8
"intense",0.89
"visual",0.15
"miserable",0.91
"upper",0
"molecular",0
"genuine",0.35
"famous",0.32
"Canadian",0.01
"hormonal",0.53
"unpretentious",0.58
"statistical",0
"brilliant",0.66
"still",0.31
"vacant",0.18
"part",0
"arrogant",0.68
"sensible",0.69
"rear",0.06
"methodological",0.51
"massive",0.6
"translucent",0.18
"sharp",0.31
"scant",0.51
"rapid",0.55
"lexical",0.12
"dangerous",0.66
"few",0.26
"available",0.37
"digital",0.04
"Arabic",0.08
"senatorial",0
"fun",0.91
"unbelievable",0.61
"probable",0.35
"several",0.37
"collaborative",0.43
"fast",0.78
"regular",0.54
"American",0.71
"visual",0.49
"municipal",0.88
"prehistoric",0.3
"successful",0.6
"dazzling",0.43
"fashioned",0.67
"current",0.48
"hormonal",0.89
"stray",0.52
"green",0.32
"higher",0.58
"future",0.75
"privileged",0.58
"linguistic",0.8
"promising",0.52
"immense",0.81
"bushy",0.29
"abundant",0.52
"mighty",0.78
"noisy",0.51
"mathematical",0.31
"brilliant",0.52
"communal",0.86
"comic",0.68
"collaborative",0.5
"Scottish",0.33
"inspiring",0.51
"lasting",0.48
"wizarding",0.13
"comfortable",0.95
"colonial",0.52
"prominent",0.78
"enjoyable",0.95
"considerable",0.81
"Victorian",0.09
"intelligent",0.73
"precise",0
"calculated",0.07
"offensive",0.84
"periodic",0.01
"sound",0.03
"mass",0.01
"literary",0.11
"fun",0.99
"troubled",0.98
"complex",0.97
"amiable",0.97
"municipal",0.13
"sharp",0.52
"Roman",0.11
"remaining",0.01
"detailed",0.87
"Caribbean",0.02
"dangerous",0.8
"casual",0.85
"original",0.81
"quiet",0.71
"unbelievable",0.87
"extraordinary",0.94
"noble",0.71
"normal",0.84
"standing",0
"upper",0
"wizarding",0.05
"extinct",0
"coral",0
"Canadian",0
"increased",0
"other",0.18
"genuine",0.2
"nutritional",0.13
"tropical",0
"starched",0
"curly",0.5
"residential",0
"vacant",0
"reserved",0
"fiscal",0
"sleek",0.55
"promising",0.8
"compact",0.69
"further",0.48
"speaking",0
"insulting",0.78
"unwanted",0.77
"bleary",0.69
"superb",1
"horizontal",0.66
"suburban",0.38
"remaining",0.63
"Macedonian",0.3
"digital",0.78
"alleged",0.53
"future",0.66
"American",0.74
"abundant",0.66
"vicious",0.4
"mighty",0.75
"vaunted",0.74
"legislative",0.75
"Catholic",0.68
"youthful",0.64
"absurd",0.22
"decent",0.5
"normal",0.71
"bipedal",0.25
"senatorial",0.63
"colonial",0.76
"insulting",0.42
"furry",0.32
"further",0.55
"continued",0.66
"deep",0.67
"permissive",0.63
"prosperous",0.37
"Indian",0.74
"liberal",0.63
"horizontal",0
"hormonal",0.56
"instant",0.69
"extinct",0
"armored",0.07
"European",0.68
"glowing",0.96
"chief",0.24
"green",0.14
"pragmatic",0.73
"breathtaking",1
"key",0.48
"discount",0.33
"agricultural",0.04
"lexical",0
"fluorescent",0.15
"Spanish",0.27
"ironic",0.88
"grand",0.96
"maternal",0.89
"royal",0.26
"extra",0.88
"weary",0.57
"Dutch",0.1
"Sunni",0.05
"urban",0.25
"dazzling",0.91
"busy",0.93
"populist",0.71
"precise",0.1
"unbelievable",0.84
"standard",0.12
"sound",0.48
"pretty",0.68
"dazzling",0.25
"intelligent",0.2
"functional",0.2
"Victorian",0.05
"extensive",0.28
"hidden",0.11
"harmful",0.34
"conscious",0.15
"fast",0.09
"armored",0.09
"weary",0.34
"translucent",0.04
"extinct",0.03
"fateful",0.89
"many",0.5
"Shakespearean",0.13
"uncut",0.11
"legislative",0.17
"unpleasant",0.68
"coarse",0.14
"mandatory",0.09
"bleary",0.28
"mass",0.49
"regular",0.35
"athletic",0.22
"fashioned",0.49
"intense",0.68
"plenary",0.67
"grand",0.72
"extra",0.9
"cozy",0.56
"conscious",0.57
"unpleasant",0.55
"indigenous",0.51
"verbal",0.7
"widespread",0.76
"rear",0.27
"stylistic",0.28
"weary",0.47
"hormonal",0.29
"visual",0.53
"probable",0.57
"literary",0.52
"morphological",0.59
"Czech",0.29
"sensible",0.58
"adult",0.29
"colonial",0.67
"nineteenth",0.12
"metropolitan",0.15
"profound",0.65
"armored",0.11
"south",0.23
"sensitive",0.66
"fair",0.61
"regular",0.64
"industrial",0.48
"urban",0.57
"fast",0.88
"fluorescent",0.12
"coarse",0.56
"vicious",0.8
"greasy",0.86
"hormonal",0.68
"residential",0.78
"fiscal",0.13
"Sunni",0.44
"harmful",0.83
"innovative",0.84
"Shiite",0.24
"royal",0.27
"American",0.2
"reserved",0.62
"flat",0.02
"own",0.09
"neoclassical",0.16
"scant",0.87
"vertical",0.1
"brown",0.19
"mighty",0.82
"bushy",0.53
"shy",0.7
"normal",0.95
"visual",0.32
"random",0.06
"Elizabethan",0.61
"famous",0.77
"quiet",0.91
"sensible",0.85
"suburban",0.44
"stray",0.57
"green",0.71
"genuine",1
"vertical",0
"dubious",0.51
"nineteenth",0
"probable",0.66
"academic",0.31
"bipedal",0
"noisy",0.66
"artificial",0.46
"morphological",0.04
"extra",0
"mighty",0.78
"practical",0.74
"intelligent",0.64
"rapid",0.66
"massive",0.66
"compound",0.75
"prominent",0.81
"affordable",0.7
"grand",0.9
"sound",0.01
"verbal",0
"African",0
"promising",0.75
"municipal",0.08
"prominent",0.87
"vivid",1
"Sunni",0
"gentle",0.87
"administrative",0
"weary",1
"strict",1
"dry",0.21
"morphological",0
"wooden",0.09
"self",0
"fellow",0
"considerable",0.93
"remaining",0.17
"continued",0.07
"competent",0.91
"regular",0.05
"sexual",0.89
"key",0.26
"collaborative",0.13
"grey",0.23
"translucent",0.24
"calculated",0.33
"greenish",0.71
"applicable",0.35
"vertical",0
"fun",1
"noble",0.78
"discount",0.19
"fateful",0.78
"hazardous",0.15
"wooden",0
"sensitive",0.7
"linguistic",0.14
"artificial",0.14
"remaining",0.03
"promising",0.8
"interior",0.25
"another",0.04
"technological",0.11
"successful",0.25
"Pashtun",0.17
"permissive",0.61
"standard",0.35
"half",0.08
"mechanical",0.1
"quick",0.28
"daytime",0.15
"virtuous",0.82
"rapid",0.64
"various",0.4
"industrial",0.2
"vertical",0.11
"lasting",0.36
"fair",0.87
"tropical",0.13
"vicious",0.65
"Catholic",0.05
"profound",0.83
"coral",0.66
"vicious",0.74
"slimy",0.67
"plenary",0.82
"American",0.76
"Caribbean",0.82
"visual",0.61
"existing",0.78
"south",0.61
"Shiite",0.78
"mass",0.61
"last",0.8
"another",0.65
"fellow",0.81
"dizzy",0.61
"distinguished",0.75
"greasy",0.62
"metrical",0.81
"conscious",0.71
"prominent",0.74
"absurd",0.73
"famous",0.75
"neurological",0.66
"continued",0.75
"quaint",0.69
"busy",0.8
"cool",0.64
"clear",0.76
"classic",0.78
"low",0.75
"slimy",0.34
"appropriate",0.77
"such",0.97
"orange",0.17
"fellow",0.24
"promising",0.67
"complex",0.4
"unpleasant",0.49
"municipal",0.05
"demographic",0.04
"grand",0.89
"Shiite",0.02
"metallic",0.32
"massive",0.69
"miserable",0.97
"charming",0.95
"judicial",0.15
"many",0.75
"other",0.95
"Shakespearean",0.2
"south",0.25
"detailed",0.64
"sensitive",0.89
"linguistic",0.14
"visual",0.17
"adequate",0.96
"speaking",0.49
"hectic",0.99
"fitting",0.83
"constitutional",0.25
"brilliant",0.78
"mighty",0.84
"standard",0.26
"comic",0.26
"Chinese",0.08
"sleek",0.86
"balanced",0.55
"permissive",0.18
"fair",0.82
"domestic",0.2
"polished",0.23
"still",0.21
"senatorial",0.2
"extra",0.2
"abundant",0.31
"superb",0.81
"deep",0.29
"remaining",0.26
"hormonal",0.08
"comparable",0.35
"unpleasant",0.85
"orange",0.06
"talented",0.84
"resilient",0.36
"quality",0.76
"instant",0.16
"dazzling",0.68
"regulatory",0.07
"poetic",0.28
"cool",0.92
"greasy",0.32
"terrible",0.74
"extensive",0.41
"current",0.23
"extraordinary",0.67
"uncut",0.1
"Macedonian",0.02
"unpleasant",0.88
"informed",0.35
"alleged",0.49
"stale",0.45
"comfortable",0.84
"armored",0.35
"morphological",0.4
"loud",0.64
"detailed",0.57
"gross",0.76
"bipedal",0.01
"maternal",0.31
"academic",0.43
"speaking",0.03
"massive",0.63
"upscale",0.7
"enjoyable",0.88
"Asian",0.01
"bleary",0.47
"municipal",0.33
"unpretentious",0.63
"syntactic",0.48
"whiskered",0.02
"prominent",0.74
"sacred",0.83
"Victorian",0
"extreme",0.78
"terrible",1
"Muslim",0
"detailed",0.31
"gross",1
"deep",0.3
"populist",0.42
"level",0
"distinguished",0.82
"Asian",0
"honorable",0.78
"Danish",0
"uncut",0.18
"decent",0.87
"vaunted",0.53
"Moslem",0.47
"increased",0.26
"untidy",0.64
"abundant",0.18
"comic",0.8
"sharp",0.19
"thin",0.11
"intense",0.82
"considerable",0.72
"intelligent",0.29
"athletic",0.18
"epistemic",0.37
"terrible",0.96
"thin",0.48
"appropriate",0.97
"bushy",0.39
"linguistic",0.2
"whiskered",0.13
"rich",0.64
"balanced",0.36
"technological",0.14
"dry",0.37
"Pashtun",0.48
"interior",0.07
"stray",0.04
"metrical",0.09
"ironic",0.81
"uncut",0.06
"pink",0.06
"collaborative",0.33
"remaining",0.13
"hostile",0.59
"permissive",0.68
"flat",0.03
"offensive",0.91
"industrial",0.16
"African",0
"arrogant",0.65
"online",0
"quick",0.31
"metropolitan",0.05
"wild",0.13
"dry",0.2
"armored",0.47
"Canadian",0.36
"circular",0.08
"polished",0.21
"scant",0.5
"upscale",0.6
"dizzy",0.48
"hot",0.5
"blank",0.06
"grand",0.62
"grey",0.62
"vertical",0
"innovative",0.64
"uncut",0
"indigenous",0.48
"alleged",0
