Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	complexity	context	item1	item2	list	item	adjective
A2C73	Male	High School Graduate	english	28	Stand_Neg_Morph_Useful_Useless	7	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
AEML8	Male	Bachelors degree	English	52	Stand_Neg_Morph_Useful_Useless	7	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
AAQRE	Male	Some college, no degree	English	31	Stand_Neg_Morph_Useful_Useless	5	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
AV5FC	Male	Some college, no degree	English	46	Stand_Neg_Morph_Useful_Useless	5	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A1JJN	Female	Associates degree	English	59	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
ALT6T	Male	Some college, no degree	English	40	Stand_Neg_Morph_Useful_Useless	7	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A2B6L	Male	Bachelors degree	English	37	Stand_Neg_Morph_Useful_Useless	7	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
AL2JY	Male	Some college, no degree	english	23	Stand_Neg_Morph_Useful_Useless	1	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A2D34	Male	Bachelors degree	ENGLISH	56	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A5X74	Male	Bachelors degree	english	39	Stand_Neg_Morph_Useful_Useless	7	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A3RYI	Male	Some college, no degree	english	39	Stand_Neg_Morph_Useful_Useless	7	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A3OT2	Female	Bachelors degree	english	44	Stand_Neg_Morph_Useful_Useless	1	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A20EH	Male	Bachelors degree	English	32	Stand_Neg_Morph_Useful_Useless	4	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A3RDH	Female	Bachelors degree	English	32	Stand_Neg_Morph_Useful_Useless	5	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A2FC6	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Stand_Neg_Morph_Useful_Useless	2	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A39GA	Male	Bachelors degree	English	37	Stand_Neg_Morph_Useful_Useless	7	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
AGTQ8	Female	Bachelors degree	english	28	Stand_Neg_Morph_Useful_Useless	NA	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A2K9P	Female	Some college, no degree	English	36	Stand_Neg_Morph_Useful_Useless	7	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A2Y5I	Male	Bachelors degree	English	43	Stand_Neg_Morph_Useful_Useless	5	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
AJFVK	Female	Associates degree	English	38	Stand_Neg_Morph_Useful_Useless	5	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A1PAP	Male	Graduate degree (Masters, Doctorate, etc.)	english	39	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A3T9W	Female	Bachelors degree	English	39	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A1M81	Female	Bachelors degree	english	28	Stand_Neg_Morph_Useful_Useless	5	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A1J8T	Female	Bachelors degree	English	27	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
AQ9Y6	Female	Some college, no degree	english	30	Stand_Neg_Morph_Useful_Useless	4	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A1CHL	Male	Bachelors degree	English	52	Stand_Neg_Morph_Useful_Useless	1	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A1ZB2	Female	Bachelors degree	English	26	Stand_Neg_Morph_Useful_Useless	4	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A2ZIA	Male	Some college, no degree	english	34	Stand_Neg_Morph_Useful_Useless	4	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A3V06	Male	Bachelors degree	ENGLISH	30	Stand_Neg_Morph_Useful_Useless	3	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A1YOS	Male	Bachelors degree	English	32	Stand_Neg_Morph_Useful_Useless	7	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A1PTH	Male	Bachelors degree	english	25	Stand_Neg_Morph_Useful_Useless	5	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A30VA	Male	Some college, no degree	English	28	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A1RDR	Male	Bachelors degree	english	34	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A2CJY	Female	High School Graduate	English	28	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A36W1	Female	Associates degree	english	34	Stand_Neg_Morph_Useful_Useless	5	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A3SYY	Female	Bachelors degree	english	27	Stand_Neg_Morph_Useful_Useless	7	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A2Q4Z	Male	Bachelors degree	English	35	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A3SZF		Graduate degree (Masters, Doctorate, etc.)	English	36	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A1WXK	Male	Bachelors degree	ENGLISH	51	Stand_Neg_Morph_Useful_Useless	6	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A8BGH	Male	Bachelors degree	english	32	Stand_Neg_Morph_Useful_Useless	4	Neg	Morph	Stand	Useful	Useless	b	Useful_Useless	useless
A2A1F	Female	Associates degree	English	30	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A3IPQ	Male	Bachelors degree	English	32	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A3K8W	Male	Bachelors degree	English	30	Stand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2DC7	Female	Bachelors degree	English	60	Stand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A3QUT	Male	Associates degree	english	33	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2C73	Male	High School Graduate	english	28	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
AEML8	Male	Bachelors degree	English	52	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
AAQRE	Male	Some college, no degree	English	31	Stand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
AV5FC	Male	Some college, no degree	English	46	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A1JJN	Female	Associates degree	English	59	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
ALT6T	Male	Some college, no degree	English	40	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2B6L	Male	Bachelors degree	English	37	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
AL2JY	Male	Some college, no degree	english	23	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2D34	Male	Bachelors degree	ENGLISH	56	Stand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A5X74	Male	Bachelors degree	english	39	Stand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A3RYI	Male	Some college, no degree	english	39	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A3OT2	Female	Bachelors degree	english	44	Stand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A20EH	Male	Bachelors degree	English	32	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A3RDH	Female	Bachelors degree	English	32	Stand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2FC6	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A39GA	Male	Bachelors degree	English	37	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
AGTQ8	Female	Bachelors degree	english	28	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2K9P	Female	Some college, no degree	English	36	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2Y5I	Male	Bachelors degree	English	43	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
AJFVK	Female	Associates degree	English	38	Stand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A1PAP	Male	Graduate degree (Masters, Doctorate, etc.)	english	39	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A3T9W	Female	Bachelors degree	English	39	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A1M81	Female	Bachelors degree	english	28	Stand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A1J8T	Female	Bachelors degree	English	27	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
AQ9Y6	Female	Some college, no degree	english	30	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A1CHL	Male	Bachelors degree	English	52	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A1ZB2	Female	Bachelors degree	English	26	Stand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2ZIA	Male	Some college, no degree	english	34	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A3V06	Male	Bachelors degree	ENGLISH	30	Stand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A1YOS	Male	Bachelors degree	English	32	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A1PTH	Male	Bachelors degree	english	25	Stand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A30VA	Male	Some college, no degree	English	28	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A1RDR	Male	Bachelors degree	english	34	Stand_Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2CJY	Female	High School Graduate	English	28	Stand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A36W1	Female	Associates degree	english	34	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A3SYY	Female	Bachelors degree	english	27	Stand_Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2Q4Z	Male	Bachelors degree	English	35	Stand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A3SZF		Graduate degree (Masters, Doctorate, etc.)	English	36	Stand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A1WXK	Male	Bachelors degree	ENGLISH	51	Stand_Neg_Nonmorph_Good_Bad	6	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A8BGH	Male	Bachelors degree	english	32	Stand_Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Stand	Good	Bad	b	Good_Bad	bad
A2A1F	Female	Associates degree	English	30	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A3IPQ	Male	Bachelors degree	English	32	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A3K8W	Male	Bachelors degree	English	30	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2DC7	Female	Bachelors degree	English	60	Stand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A3QUT	Male	Associates degree	english	33	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2C73	Male	High School Graduate	english	28	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
AEML8	Male	Bachelors degree	English	52	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
AAQRE	Male	Some college, no degree	English	31	Stand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
AV5FC	Male	Some college, no degree	English	46	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A1JJN	Female	Associates degree	English	59	Stand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
ALT6T	Male	Some college, no degree	English	40	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2B6L	Male	Bachelors degree	English	37	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
AL2JY	Male	Some college, no degree	english	23	Stand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2D34	Male	Bachelors degree	ENGLISH	56	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A5X74	Male	Bachelors degree	english	39	Stand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A3RYI	Male	Some college, no degree	english	39	Stand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A3OT2	Female	Bachelors degree	english	44	Stand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A20EH	Male	Bachelors degree	English	32	Stand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A3RDH	Female	Bachelors degree	English	32	Stand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2FC6	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A39GA	Male	Bachelors degree	English	37	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
AGTQ8	Female	Bachelors degree	english	28	Stand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2K9P	Female	Some college, no degree	English	36	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2Y5I	Male	Bachelors degree	English	43	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
AJFVK	Female	Associates degree	English	38	Stand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A1PAP	Male	Graduate degree (Masters, Doctorate, etc.)	english	39	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A3T9W	Female	Bachelors degree	English	39	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A1M81	Female	Bachelors degree	english	28	Stand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A1J8T	Female	Bachelors degree	English	27	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
AQ9Y6	Female	Some college, no degree	english	30	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A1CHL	Male	Bachelors degree	English	52	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A1ZB2	Female	Bachelors degree	English	26	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2ZIA	Male	Some college, no degree	english	34	Stand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A3V06	Male	Bachelors degree	ENGLISH	30	Stand_Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A1YOS	Male	Bachelors degree	English	32	Stand_Neg_Nonmorph_Happy_Sad	3	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A1PTH	Male	Bachelors degree	english	25	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A30VA	Male	Some college, no degree	English	28	Stand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A1RDR	Male	Bachelors degree	english	34	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2CJY	Female	High School Graduate	English	28	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A36W1	Female	Associates degree	english	34	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A3SYY	Female	Bachelors degree	english	27	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2Q4Z	Male	Bachelors degree	English	35	Stand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A3SZF		Graduate degree (Masters, Doctorate, etc.)	English	36	Stand_Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A1WXK	Male	Bachelors degree	ENGLISH	51	Stand_Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A8BGH	Male	Bachelors degree	english	32	Stand_Neg_Nonmorph_Happy_Sad	4	Neg	Nonmorph	Stand	Happy	Sad	b	Happy_Sad	sad
A2A1F	Female	Associates degree	English	30	Nonstand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A3IPQ	Male	Bachelors degree	English	32	Nonstand_Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A3K8W	Male	Bachelors degree	English	30	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A2DC7	Female	Bachelors degree	English	60	Nonstand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A3QUT	Male	Associates degree	english	33	Nonstand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A2C73	Male	High School Graduate	english	28	Nonstand_Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
AEML8	Male	Bachelors degree	English	52	Nonstand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
AAQRE	Male	Some college, no degree	English	31	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
AV5FC	Male	Some college, no degree	English	46	Nonstand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A1JJN	Female	Associates degree	English	59	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
ALT6T	Male	Some college, no degree	English	40	Nonstand_Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A2B6L	Male	Bachelors degree	English	37	Nonstand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
AL2JY	Male	Some college, no degree	english	23	Nonstand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A2D34	Male	Bachelors degree	ENGLISH	56	Nonstand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A5X74	Male	Bachelors degree	english	39	Nonstand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A3RYI	Male	Some college, no degree	english	39	Nonstand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A3OT2	Female	Bachelors degree	english	44	Nonstand_Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A20EH	Male	Bachelors degree	English	32	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A3RDH	Female	Bachelors degree	English	32	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A2FC6	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Nonstand_Neg_Nonmorph_Kind_Mean	2	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A39GA	Male	Bachelors degree	English	37	Nonstand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
AGTQ8	Female	Bachelors degree	english	28	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A2K9P	Female	Some college, no degree	English	36	Nonstand_Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A2Y5I	Male	Bachelors degree	English	43	Nonstand_Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
AJFVK	Female	Associates degree	English	38	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A1PAP	Male	Graduate degree (Masters, Doctorate, etc.)	english	39	Nonstand_Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A3T9W	Female	Bachelors degree	English	39	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A1M81	Female	Bachelors degree	english	28	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A1J8T	Female	Bachelors degree	English	27	Nonstand_Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
AQ9Y6	Female	Some college, no degree	english	30	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A1CHL	Male	Bachelors degree	English	52	Nonstand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A1ZB2	Female	Bachelors degree	English	26	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A2ZIA	Male	Some college, no degree	english	34	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A3V06	Male	Bachelors degree	ENGLISH	30	Nonstand_Neg_Nonmorph_Kind_Mean	3	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A1YOS	Male	Bachelors degree	English	32	Nonstand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A1PTH	Male	Bachelors degree	english	25	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A30VA	Male	Some college, no degree	English	28	Nonstand_Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A1RDR	Male	Bachelors degree	english	34	Nonstand_Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A2CJY	Female	High School Graduate	English	28	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
A36W1	Female	Associates degree	english	34	Nonstand_Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Nonstand	Kind	Mean	b	Kind_Mean	mean
