Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	person	politeness	complexity	item1	item2	item	list
A3908	Female	High School Graduate	english	56	Pos_High_F_Morph_Satisfactory_Unsatisfactory	5	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A1H72	Female	Some college, no degree	English	39	Pos_High_F_Morph_Satisfactory_Unsatisfactory	6	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A89R5	Female	Bachelors degree	English	24	Pos_High_F_Morph_Satisfactory_Unsatisfactory	6	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
AYYBM	Female	Some college, no degree	english	31	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A28ZP	Male	Some college, no degree	English	46	Pos_High_F_Morph_Satisfactory_Unsatisfactory	6	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A1AQF	Female	Bachelors degree	English	51	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A2FAR	Female	Bachelors degree	English	35	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A33QI	Female	Associates degree	English	34	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A2T11	Male	Bachelors degree	English	28	Pos_High_F_Morph_Satisfactory_Unsatisfactory	3	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
ATWAJ	Female	Bachelors degree	English	25	Pos_High_F_Morph_Satisfactory_Unsatisfactory	6	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A2EI0	Male	High School Graduate	english	41	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A27MJ	Male	Bachelors degree	English	32	Pos_High_F_Morph_Satisfactory_Unsatisfactory	6	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
AAQRE	Male	Some college, no degree	English	30	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A2541	Male	Associates degree	English	29	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A358Y	Male	Bachelors degree	english	31	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A3TOU	Male	Some High School	English	22	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A1RTL	Male	High School Graduate	English	34	Pos_High_F_Morph_Satisfactory_Unsatisfactory	7	Pos	F	High	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	b
A3R45	Female	Some college, no degree	english	26	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A2WHC	Female	Bachelors degree	English	52	Pos_High_F_Morph_Useful_Useless	5	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A2ZNO	Male	Some college, no degree	English	23	Pos_High_F_Morph_Useful_Useless	6	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A30RA	Male	Some college, no degree	English	56	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
ACVJ6	Female	Bachelors degree	English	36	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A13GG	Female	High School Graduate	english	29	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A3LLO	Male	Bachelors degree	english	33	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A36SM	Female	Bachelors degree	english	31	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
AQP4P	Female	Some High School	english	26	Pos_High_F_Morph_Useful_Useless	NA	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A3LL0	Male	High School Graduate	English	22	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A3908	Female	High School Graduate	english	56	Pos_High_F_Morph_Useful_Useless	5	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A1H72	Female	Some college, no degree	English	39	Pos_High_F_Morph_Useful_Useless	5	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A89R5	Female	Bachelors degree	English	24	Pos_High_F_Morph_Useful_Useless	6	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
AYYBM	Female	Some college, no degree	english	31	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A28ZP	Male	Some college, no degree	English	46	Pos_High_F_Morph_Useful_Useless	6	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A1AQF	Female	Bachelors degree	English	51	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A2FAR	Female	Bachelors degree	English	35	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A33QI	Female	Associates degree	English	34	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A2T11	Male	Bachelors degree	English	28	Pos_High_F_Morph_Useful_Useless	5	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
ATWAJ	Female	Bachelors degree	English	25	Pos_High_F_Morph_Useful_Useless	6	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Pos_High_F_Morph_Useful_Useless	6	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A2EI0	Male	High School Graduate	english	41	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A27MJ	Male	Bachelors degree	English	32	Pos_High_F_Morph_Useful_Useless	6	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
AAQRE	Male	Some college, no degree	English	30	Pos_High_F_Morph_Useful_Useless	6	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A2541	Male	Associates degree	English	29	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A358Y	Male	Bachelors degree	english	31	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A3TOU	Male	Some High School	English	22	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A1RTL	Male	High School Graduate	English	34	Pos_High_F_Morph_Useful_Useless	7	Pos	F	High	Morph	Useful	Useless	Useful_Useless	b
A3R45	Female	Some college, no degree	english	26	Pos_High_F_Nonmorph_Rich_Poor	7	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A2WHC	Female	Bachelors degree	English	52	Pos_High_F_Nonmorph_Rich_Poor	5	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A2ZNO	Male	Some college, no degree	English	23	Pos_High_F_Nonmorph_Rich_Poor	6	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A30RA	Male	Some college, no degree	English	56	Pos_High_F_Nonmorph_Rich_Poor	4	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
ACVJ6	Female	Bachelors degree	English	36	Pos_High_F_Nonmorph_Rich_Poor	7	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A13GG	Female	High School Graduate	english	29	Pos_High_F_Nonmorph_Rich_Poor	7	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A3LLO	Male	Bachelors degree	english	33	Pos_High_F_Nonmorph_Rich_Poor	6	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A36SM	Female	Bachelors degree	english	31	Pos_High_F_Nonmorph_Rich_Poor	6	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
AQP4P	Female	Some High School	english	26	Pos_High_F_Nonmorph_Rich_Poor	6	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A3LL0	Male	High School Graduate	English	22	Pos_High_F_Nonmorph_Rich_Poor	7	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A3908	Female	High School Graduate	english	56	Pos_High_F_Nonmorph_Rich_Poor	5	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A1H72	Female	Some college, no degree	English	39	Pos_High_F_Nonmorph_Rich_Poor	5	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A89R5	Female	Bachelors degree	English	24	Pos_High_F_Nonmorph_Rich_Poor	5	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
AYYBM	Female	Some college, no degree	english	31	Pos_High_F_Nonmorph_Rich_Poor	5	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A28ZP	Male	Some college, no degree	English	46	Pos_High_F_Nonmorph_Rich_Poor	6	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A1AQF	Female	Bachelors degree	English	51	Pos_High_F_Nonmorph_Rich_Poor	7	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A2FAR	Female	Bachelors degree	English	35	Pos_High_F_Nonmorph_Rich_Poor	7	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A33QI	Female	Associates degree	English	34	Pos_High_F_Nonmorph_Rich_Poor	5	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A2T11	Male	Bachelors degree	English	28	Pos_High_F_Nonmorph_Rich_Poor	6	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
ATWAJ	Female	Bachelors degree	English	25	Pos_High_F_Nonmorph_Rich_Poor	6	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Pos_High_F_Nonmorph_Rich_Poor	5	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A2EI0	Male	High School Graduate	english	41	Pos_High_F_Nonmorph_Rich_Poor	7	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A27MJ	Male	Bachelors degree	English	32	Pos_High_F_Nonmorph_Rich_Poor	5	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
AAQRE	Male	Some college, no degree	English	30	Pos_High_F_Nonmorph_Rich_Poor	5	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A2541	Male	Associates degree	English	29	Pos_High_F_Nonmorph_Rich_Poor	7	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A358Y	Male	Bachelors degree	english	31	Pos_High_F_Nonmorph_Rich_Poor	7	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A3TOU	Male	Some High School	English	22	Pos_High_F_Nonmorph_Rich_Poor	6	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A1RTL	Male	High School Graduate	English	34	Pos_High_F_Nonmorph_Rich_Poor	7	Pos	F	High	Nonmorph	Rich	Poor	Rich_Poor	b
A3R45	Female	Some college, no degree	english	26	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A2WHC	Female	Bachelors degree	English	52	Pos_High_F_Nonmorph_Strong_Weak	6	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A2ZNO	Male	Some college, no degree	English	23	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A30RA	Male	Some college, no degree	English	56	Pos_High_F_Nonmorph_Strong_Weak	5	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
ACVJ6	Female	Bachelors degree	English	36	Pos_High_F_Nonmorph_Strong_Weak	6	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A13GG	Female	High School Graduate	english	29	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A3LLO	Male	Bachelors degree	english	33	Pos_High_F_Nonmorph_Strong_Weak	NA	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A36SM	Female	Bachelors degree	english	31	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
AQP4P	Female	Some High School	english	26	Pos_High_F_Nonmorph_Strong_Weak	6	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A3LL0	Male	High School Graduate	English	22	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A3908	Female	High School Graduate	english	56	Pos_High_F_Nonmorph_Strong_Weak	5	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A1H72	Female	Some college, no degree	English	39	Pos_High_F_Nonmorph_Strong_Weak	6	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A89R5	Female	Bachelors degree	English	24	Pos_High_F_Nonmorph_Strong_Weak	6	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
AYYBM	Female	Some college, no degree	english	31	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A28ZP	Male	Some college, no degree	English	46	Pos_High_F_Nonmorph_Strong_Weak	6	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A1AQF	Female	Bachelors degree	English	51	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A2FAR	Female	Bachelors degree	English	35	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A33QI	Female	Associates degree	English	34	Pos_High_F_Nonmorph_Strong_Weak	6	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A2T11	Male	Bachelors degree	English	28	Pos_High_F_Nonmorph_Strong_Weak	6	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
ATWAJ	Female	Bachelors degree	English	25	Pos_High_F_Nonmorph_Strong_Weak	6	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A2EI0	Male	High School Graduate	english	41	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A27MJ	Male	Bachelors degree	English	32	Pos_High_F_Nonmorph_Strong_Weak	6	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
AAQRE	Male	Some college, no degree	English	30	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A2541	Male	Associates degree	English	29	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A358Y	Male	Bachelors degree	english	31	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A3TOU	Male	Some High School	English	22	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A1RTL	Male	High School Graduate	English	34	Pos_High_F_Nonmorph_Strong_Weak	7	Pos	F	High	Nonmorph	Strong	Weak	Strong_Weak	b
A3R45	Female	Some college, no degree	english	26	Pos_High_F_Nonmorph_Tall_Short	6	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A2WHC	Female	Bachelors degree	English	52	Pos_High_F_Nonmorph_Tall_Short	7	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A2ZNO	Male	Some college, no degree	English	23	Pos_High_F_Nonmorph_Tall_Short	6	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A30RA	Male	Some college, no degree	English	56	Pos_High_F_Nonmorph_Tall_Short	5	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
ACVJ6	Female	Bachelors degree	English	36	Pos_High_F_Nonmorph_Tall_Short	7	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A13GG	Female	High School Graduate	english	29	Pos_High_F_Nonmorph_Tall_Short	7	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A3LLO	Male	Bachelors degree	english	33	Pos_High_F_Nonmorph_Tall_Short	5	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A36SM	Female	Bachelors degree	english	31	Pos_High_F_Nonmorph_Tall_Short	5	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
AQP4P	Female	Some High School	english	26	Pos_High_F_Nonmorph_Tall_Short	6	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A3LL0	Male	High School Graduate	English	22	Pos_High_F_Nonmorph_Tall_Short	7	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A3908	Female	High School Graduate	english	56	Pos_High_F_Nonmorph_Tall_Short	5	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A1H72	Female	Some college, no degree	English	39	Pos_High_F_Nonmorph_Tall_Short	4	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A89R5	Female	Bachelors degree	English	24	Pos_High_F_Nonmorph_Tall_Short	6	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
AYYBM	Female	Some college, no degree	english	31	Pos_High_F_Nonmorph_Tall_Short	7	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A28ZP	Male	Some college, no degree	English	46	Pos_High_F_Nonmorph_Tall_Short	6	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A1AQF	Female	Bachelors degree	English	51	Pos_High_F_Nonmorph_Tall_Short	7	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A2FAR	Female	Bachelors degree	English	35	Pos_High_F_Nonmorph_Tall_Short	7	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A33QI	Female	Associates degree	English	34	Pos_High_F_Nonmorph_Tall_Short	5	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A2T11	Male	Bachelors degree	English	28	Pos_High_F_Nonmorph_Tall_Short	3	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
ATWAJ	Female	Bachelors degree	English	25	Pos_High_F_Nonmorph_Tall_Short	6	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Pos_High_F_Nonmorph_Tall_Short	6	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A2EI0	Male	High School Graduate	english	41	Pos_High_F_Nonmorph_Tall_Short	4	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A27MJ	Male	Bachelors degree	English	32	Pos_High_F_Nonmorph_Tall_Short	6	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
AAQRE	Male	Some college, no degree	English	30	Pos_High_F_Nonmorph_Tall_Short	5	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A2541	Male	Associates degree	English	29	Pos_High_F_Nonmorph_Tall_Short	7	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A358Y	Male	Bachelors degree	english	31	Pos_High_F_Nonmorph_Tall_Short	7	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A3TOU	Male	Some High School	English	22	Pos_High_F_Nonmorph_Tall_Short	5	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A1RTL	Male	High School Graduate	English	34	Pos_High_F_Nonmorph_Tall_Short	6	Pos	F	High	Nonmorph	Tall	Short	Tall_Short	b
A3R45	Female	Some college, no degree	english	26	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A2WHC	Female	Bachelors degree	English	52	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A2ZNO	Male	Some college, no degree	English	23	Pos_High_M_Morph_Certain_Uncertain	5	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A30RA	Male	Some college, no degree	English	56	Pos_High_M_Morph_Certain_Uncertain	5	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
ACVJ6	Female	Bachelors degree	English	36	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A13GG	Female	High School Graduate	english	29	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A3LLO	Male	Bachelors degree	english	33	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A36SM	Female	Bachelors degree	english	31	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
AQP4P	Female	Some High School	english	26	Pos_High_M_Morph_Certain_Uncertain	6	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A3LL0	Male	High School Graduate	English	22	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A3908	Female	High School Graduate	english	56	Pos_High_M_Morph_Certain_Uncertain	3	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A1H72	Female	Some college, no degree	English	39	Pos_High_M_Morph_Certain_Uncertain	6	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A89R5	Female	Bachelors degree	English	24	Pos_High_M_Morph_Certain_Uncertain	6	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
AYYBM	Female	Some college, no degree	english	31	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A28ZP	Male	Some college, no degree	English	46	Pos_High_M_Morph_Certain_Uncertain	6	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A1AQF	Female	Bachelors degree	English	51	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A2FAR	Female	Bachelors degree	English	35	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A33QI	Female	Associates degree	English	34	Pos_High_M_Morph_Certain_Uncertain	6	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A2T11	Male	Bachelors degree	English	28	Pos_High_M_Morph_Certain_Uncertain	5	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
ATWAJ	Female	Bachelors degree	English	25	Pos_High_M_Morph_Certain_Uncertain	6	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A1DNJ	Male	Graduate degree (Masters, Doctorate, etc.)	English	65	Pos_High_M_Morph_Certain_Uncertain	5	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A2EI0	Male	High School Graduate	english	41	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A27MJ	Male	Bachelors degree	English	32	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
AAQRE	Male	Some college, no degree	English	30	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A2541	Male	Associates degree	English	29	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A358Y	Male	Bachelors degree	english	31	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A3TOU	Male	Some High School	English	22	Pos_High_M_Morph_Certain_Uncertain	5	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A1RTL	Male	High School Graduate	English	34	Pos_High_M_Morph_Certain_Uncertain	7	Pos	M	High	Morph	Certain	Uncertain	Certain_Uncertain	b
A3R45	Female	Some college, no degree	english	26	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A2WHC	Female	Bachelors degree	English	52	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A2ZNO	Male	Some college, no degree	English	23	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A30RA	Male	Some college, no degree	English	56	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
ACVJ6	Female	Bachelors degree	English	36	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A13GG	Female	High School Graduate	english	29	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A3LLO	Male	Bachelors degree	english	33	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A36SM	Female	Bachelors degree	english	31	Pos_High_M_Morph_Friendly_Unfriendly	6	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
AQP4P	Female	Some High School	english	26	Pos_High_M_Morph_Friendly_Unfriendly	6	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A3LL0	Male	High School Graduate	English	22	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A3908	Female	High School Graduate	english	56	Pos_High_M_Morph_Friendly_Unfriendly	5	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A1H72	Female	Some college, no degree	English	39	Pos_High_M_Morph_Friendly_Unfriendly	6	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A89R5	Female	Bachelors degree	English	24	Pos_High_M_Morph_Friendly_Unfriendly	6	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
AYYBM	Female	Some college, no degree	english	31	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A28ZP	Male	Some college, no degree	English	46	Pos_High_M_Morph_Friendly_Unfriendly	6	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A1AQF	Female	Bachelors degree	English	51	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
A2FAR	Female	Bachelors degree	English	35	Pos_High_M_Morph_Friendly_Unfriendly	7	Pos	M	High	Morph	Friendly	Unfriendly	Friendly_Unfriendly	b
