	condition	predicate	response	slide_number	language	enjoyment	age	gender	education	participant_id	negated	valence	adjective
12	NNegative	not poor	0.52	15	English	1	22	Male	2	59	true	negative	poor
13	negative	frustrating	0.32	16	English	1	22	Male	2	59	false	negative	frustrating
14	negative	bad	0.62	17	English	1	22	Male	2	59	false	negative	bad
15	NPositive	not useful	0.22	18	English	1	22	Male	2	59	true	positive	useful
16	positive	satisfactory	0.32	19	English	1	22	Male	2	59	false	positive	satisfactory
17	positive	friendly	0.47	20	English	1	22	Male	2	59	false	positive	friendly
18	NPositive	not tall	0.64	21	English	1	22	Male	2	59	true	positive	tall
19	positive	possible	0.42	22	English	1	22	Male	2	59	false	positive	possible
0	NPositive	not polite	1.0	3	English	1	32	Male	3	60	true	positive	polite
1	NNegative	not uninteresting	0.54	4	English	1	32	Male	3	60	true	negative	uninteresting
2	NNegative	not rude	1.0	5	English	1	32	Male	3	60	true	negative	rude
3	positive	happy	1.0	6	English	1	32	Male	3	60	false	positive	happy
4	negative	unhappy	1.0	7	English	1	32	Male	3	60	false	negative	unhappy
5	positive	satisfactory	0.29	8	English	1	32	Male	3	60	false	positive	satisfactory
6	NPositive	not kind	1.0	9	English	1	32	Male	3	60	true	positive	kind
7	negative	inaccurate	0.0	10	English	1	32	Male	3	60	false	negative	inaccurate
8	negative	unfriendly	1.0	11	English	1	32	Male	3	60	false	negative	unfriendly
9	NNegative	not uncertain	1.0	12	English	1	32	Male	3	60	true	negative	uncertain
10	NPositive	not tall	0.0	13	English	1	32	Male	3	60	true	positive	tall
11	NNegative	not weak	0.54	14	English	1	32	Male	3	60	true	negative	weak
12	negative	unsatisfactory	0.0	15	English	1	32	Male	3	60	false	negative	unsatisfactory
13	NNegative	not impossible	0.4	16	English	1	32	Male	3	60	true	negative	impossible
14	NPositive	not fair	1.0	17	English	1	32	Male	3	60	true	positive	fair
15	negative	poor	0.69	18	English	1	32	Male	3	60	false	negative	poor
16	negative	bad	1.0	19	English	1	32	Male	3	60	false	negative	bad
17	NPositive	not long	0.0	20	English	1	32	Male	3	60	true	positive	long
18	NPositive	not useful	0.0	21	English	1	32	Male	3	60	true	positive	useful
19	positive	lucky	1.0	22	English	1	32	Male	3	60	false	positive	lucky
0	positive	accurate	0.18	3	English	1	31	Female	3	61	false	positive	accurate
1	negative	unfair	0.69	4	English	1	31	Female	3	61	false	negative	unfair
2	NPositive	not satisfactory	0.9	5	English	1	31	Female	3	61	true	positive	satisfactory
3	NNegative	not unhappy	0.86	6	English	1	31	Female	3	61	true	negative	unhappy
4	NNegative	not unlucky	0.7	7	English	1	31	Female	3	61	true	negative	unlucky
5	positive	kind	0.77	8	English	1	31	Female	3	61	false	positive	kind
6	positive	friendly	0.76	9	English	1	31	Female	3	61	false	positive	friendly
7	NPositive	not polite	0.59	10	English	1	31	Female	3	61	true	positive	polite
8	NNegative	not uninteresting	0.87	11	English	1	31	Female	3	61	true	negative	uninteresting
9	positive	useful	0.39	12	English	1	31	Female	3	61	false	positive	useful
10	negative	short	0.2	13	English	1	31	Female	3	61	false	negative	short
11	positive	certain	0.71	14	English	1	31	Female	3	61	false	positive	certain
12	positive	strong	0.4	15	English	1	31	Female	3	61	false	positive	strong
13	positive	good	0.83	16	English	1	31	Female	3	61	false	positive	good
14	NPositive	not satisfactory	0.79	17	English	1	31	Female	3	61	true	positive	satisfactory
15	positive	rich	0.37	18	English	1	31	Female	3	61	false	positive	rich
16	NPositive	not long	0.48	19	English	1	31	Female	3	61	true	positive	long
17	positive	happy	0.71	20	English	1	31	Female	3	61	false	positive	happy
18	NPositive	not polite	0.58	21	English	1	31	Female	3	61	true	positive	polite
19	positive	possible	0.25	22	English	1	31	Female	3	61	false	positive	possible
0	negative	unsatisfactory	0.8	3	English	1	49	Male	3	62	false	negative	unsatisfactory
1	negative	short	0.18	4	English	1	49	Male	3	62	false	negative	short
2	NPositive	not useful	0.71	5	English	1	49	Male	3	62	true	positive	useful
3	positive	polite	0.22	6	English	1	49	Male	3	62	false	positive	polite
4	positive	kind	0.59	7	English	1	49	Male	3	62	false	positive	kind
5	NNegative	not unfriendly	0.67	8	English	1	49	Male	3	62	true	negative	unfriendly
6	NNegative	not impossible	0.64	9	English	1	49	Male	3	62	true	negative	impossible
7	NNegative	not inaccurate	0.64	10	English	1	49	Male	3	62	true	negative	inaccurate
8	NNegative	not unlucky	0.65	11	English	1	49	Male	3	62	true	negative	unlucky
9	NNegative	not bad	0.65	12	English	1	49	Male	3	62	true	negative	bad
10	negative	short	0.21	13	English	1	49	Male	3	62	false	negative	short
11	positive	certain	0.61	14	English	1	49	Male	3	62	false	positive	certain
12	negative	unhappy	0.38	15	English	1	49	Male	3	62	false	negative	unhappy
13	NNegative	not frustrating	0.62	16	English	1	49	Male	3	62	true	negative	frustrating
14	negative	sad	0.33	17	English	1	49	Male	3	62	false	negative	sad
15	positive	fair	0.68	18	English	1	49	Male	3	62	false	positive	fair
16	NPositive	not rich	0.77	19	English	1	49	Male	3	62	true	positive	rich
17	NPositive	not polite	0.81	20	English	1	49	Male	3	62	true	positive	polite
18	negative	weak	0.29	21	English	1	49	Male	3	62	false	negative	weak
19	positive	interesting	0.69	22	English	1	49	Male	3	62	false	positive	interesting
0	negative	inaccurate	0.09	3	english	1	47	Female	3	63	false	negative	inaccurate
1	NNegative	not frustrating	0.71	4	english	1	47	Female	3	63	true	negative	frustrating
2	positive	tall	0.24	5	english	1	47	Female	3	63	false	positive	tall
3	negative	weak	0.86	6	english	1	47	Female	3	63	false	negative	weak
4	NPositive	not long	0.35	7	english	1	47	Female	3	63	true	positive	long
5	NNegative	not rude	0.81	8	english	1	47	Female	3	63	true	negative	rude
6	negative	impolite	0.7	9	english	1	47	Female	3	63	false	negative	impolite
7	NPositive	not satisfactory	0.34	10	english	1	47	Female	3	63	true	positive	satisfactory
8	negative	bad	0.35	11	english	1	47	Female	3	63	false	negative	bad
9	positive	friendly	0.7	12	english	1	47	Female	3	63	false	positive	friendly
10	negative	unhappy	0.67	13	english	1	47	Female	3	63	false	negative	unhappy
11	NNegative	not sad	0.52	14	english	1	47	Female	3	63	true	negative	sad
12	NPositive	not interesting	0.87	15	english	1	47	Female	3	63	true	positive	interesting
13	negative	impossible	0.27	16	english	1	47	Female	3	63	false	negative	impossible
14	positive	lucky	0.87	17	english	1	47	Female	3	63	false	positive	lucky
15	NPositive	not fair	0.36	18	english	1	47	Female	3	63	true	positive	fair
16	NPositive	not certain	0.14	19	english	1	47	Female	3	63	true	positive	certain
17	positive	kind	0.36	20	english	1	47	Female	3	63	false	positive	kind
18	NNegative	not useless	0.67	21	english	1	47	Female	3	63	true	negative	useless
19	NNegative	not poor	0.18	22	english	1	47	Female	3	63	true	negative	poor
0	NNegative	not unlucky	0.48	3	English	1	33	Female	4	64	true	negative	unlucky
1	NPositive	not polite	0.1	4	English	1	33	Female	4	64	true	positive	polite
2	NNegative	not uncertain	0.8	5	English	1	33	Female	4	64	true	negative	uncertain
3	positive	accurate	0.06	6	English	1	33	Female	4	64	false	positive	accurate
4	positive	friendly	0.01	7	English	1	33	Female	4	64	false	positive	friendly
5	positive	satisfactory	0.02	8	English	1	33	Female	4	64	false	positive	satisfactory
6	negative	uninteresting	0.95	9	English	1	33	Female	4	64	false	negative	uninteresting
7	positive	rich	0.05	10	English	1	33	Female	4	64	false	positive	rich
8	positive	fair	0.11	11	English	1	33	Female	4	64	false	positive	fair
9	positive	kind	0.06	12	English	1	33	Female	4	64	false	positive	kind
10	negative	unsatisfactory	0.91	13	English	1	33	Female	4	64	false	negative	unsatisfactory
11	negative	sad	0.06	14	English	1	33	Female	4	64	false	negative	sad
12	NNegative	not bad	0.47	15	English	1	33	Female	4	64	true	negative	bad
13	NNegative	not impossible	0.48	16	English	1	33	Female	4	64	true	negative	impossible
14	positive	tall	0.05	17	English	1	33	Female	4	64	false	positive	tall
15	negative	useless	0.04	18	English	1	33	Female	4	64	false	negative	useless
16	negative	weak	0.04	19	English	1	33	Female	4	64	false	negative	weak
17	NNegative	not unhappy	0.53	20	English	1	33	Female	4	64	true	negative	unhappy
18	NPositive	not polite	0.48	21	English	1	33	Female	4	64	true	positive	polite
19	negative	short	0.05	22	English	1	33	Female	4	64	false	negative	short
0	NNegative	not weak	1.0	3	ENglish	1	27	Male	3	65	true	negative	weak
1	positive	accurate	0.76	4	ENglish	1	27	Male	3	65	false	positive	accurate
2	NNegative	not impolite	1.0	5	ENglish	1	27	Male	3	65	true	negative	impolite
3	NPositive	not long	0.32	6	ENglish	1	27	Male	3	65	true	positive	long
4	positive	interesting	0.33	7	ENglish	1	27	Male	3	65	false	positive	interesting
5	NPositive	not possible	0.71	8	ENglish	1	27	Male	3	65	true	positive	possible
6	negative	poor	1.0	9	ENglish	1	27	Male	3	65	false	negative	poor
7	NNegative	not sad	0.3	10	ENglish	1	27	Male	3	65	true	negative	sad
8	positive	satisfactory	0.72	11	ENglish	1	27	Male	3	65	false	positive	satisfactory
9	NPositive	not fair	0.29	12	ENglish	1	27	Male	3	65	true	positive	fair
10	NNegative	not uncertain	0.19	13	ENglish	1	27	Male	3	65	true	negative	uncertain
11	positive	happy	0.7	14	ENglish	1	27	Male	3	65	false	positive	happy
12	positive	friendly	0.83	15	ENglish	1	27	Male	3	65	false	positive	friendly
13	positive	useful	0.75	16	ENglish	1	27	Male	3	65	false	positive	useful
14	positive	kind	0.76	17	ENglish	1	27	Male	3	65	false	positive	kind
15	NPositive	not satisfactory	0.54	18	ENglish	1	27	Male	3	65	true	positive	satisfactory
16	positive	good	0.75	19	ENglish	1	27	Male	3	65	false	positive	good
17	positive	polite	0.68	20	ENglish	1	27	Male	3	65	false	positive	polite
18	positive	lucky	0.78	21	ENglish	1	27	Male	3	65	false	positive	lucky
19	NPositive	not tall	0.18	22	ENglish	1	27	Male	3	65	true	positive	tall
0	positive	happy	0.88	3	english	2	30	Male	4	66	false	positive	happy
1	NNegative	not impolite	0.9	4	english	2	30	Male	4	66	true	negative	impolite
2	negative	unsatisfactory	0.08	5	english	2	30	Male	4	66	false	negative	unsatisfactory
3	negative	uncertain	0.01	6	english	2	30	Male	4	66	false	negative	uncertain
4	NNegative	not short	0.53	7	english	2	30	Male	4	66	true	negative	short
5	negative	unlucky	0.11	8	english	2	30	Male	4	66	false	negative	unlucky
6	negative	bad	0.03	9	english	2	30	Male	4	66	false	negative	bad
7	NNegative	not unfair	0.84	10	english	2	30	Male	4	66	true	negative	unfair
8	NPositive	not polite	0.05	11	english	2	30	Male	4	66	true	positive	polite
9	positive	strong	0.86	12	english	2	30	Male	4	66	false	positive	strong
10	NPositive	not accurate	0.04	13	english	2	30	Male	4	66	true	positive	accurate
11	NPositive	not happy	0.03	14	english	2	30	Male	4	66	true	positive	happy
12	NNegative	not mean	0.45	15	english	2	30	Male	4	66	true	negative	mean
13	NPositive	not interesting	0.06	16	english	2	30	Male	4	66	true	positive	interesting
14	negative	useless	0.08	17	english	2	30	Male	4	66	false	negative	useless
15	NPositive	not possible	0.04	18	english	2	30	Male	4	66	true	positive	possible
16	NNegative	not short	0.14	19	english	2	30	Male	4	66	true	negative	short
17	negative	poor	0.09	20	english	2	30	Male	4	66	false	negative	poor
18	NNegative	not frustrating	0.05	21	english	2	30	Male	4	66	true	negative	frustrating
19	NNegative	not unfriendly	0.95	22	english	2	30	Male	4	66	true	negative	unfriendly
